frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
4973,165782.4,7,606,548,,,,,,,9,445,512,,,,,,,7,572,710,,,,,,,,,,,,,,,
4974,165814.4,8,603,550,,,,,,,9,441,516,,,,,,,7,570,713,,,,,,,,,,,,,,,
4975,165848.5,8,600,553,,,,,,,9,438,519,,,,,,,7,568,716,,,,,,,,,,,,,,,
4976,165882.4,8,597,556,,,,,,,9,435,523,,,,,,,7,566,719,,,,,,,,,,,,,,,
4977,165914.3,8,595,558,,,,,,,9,432,526,,,,,,,7,564,723,,,,,,,,,,,,,,,
4978,165946.3,8,592,562,,,,,,,9,430,530,,,,,,,6,562,726,,,,,,,,,,,,,,,
4979,165982.6,8,589,565,,,,,,,9,426,534,,,,,,,7,560,729,,,,,,,,,,,,,,,
4980,166014.3,8,586,568,,,,,,,9,423,538,,,,,,,7,557,733,,,,,,,,,,,,,,,
4981,166046.5,8,583,571,,,,,,,9,420,541,,,,,,,6,555,736,,,,,,,,,,,,,,,
4982,166082.3,8,580,574,,,,,,,9,418,545,,,,,,,7,553,739,,,,,,,,,,,,,,,
4983,166114.3,8,578,577,,,,,,,9,414,549,,,,,,,7,551,742,,,,,,,,,,,,,,,
4984,166146.5,8,575,580,,,,,,,9,412,553,,,,,,,6,549,746,,,,,,,,,,,,,,,
4985,166182.3,8,572,583,,,,,,,9,408,556,,,,,,,7,546,748,,,,,,,,,,,,,,,
4986,166214.4,8,570,586,,,,,,,9,405,561,,,,,,,7,544,752,,,,,,,,,,,,,,,
4987,166249.2,8,567,589,,,,,,,9,402,564,,,,,,,7,542,755,,,,,,,,,,,,,,,
4988,166284.7,8,564,593,,,,,,,9,399,568,,,,,,,7,540,760,,,,,,,,,,,,,,,
4989,166314.8,8,561,596,,,,,,,9,397,573,,,,,,,7,538,763,,,,,,,,,,,,,,,
4990,166356.3,7,558,600,,,,,,,9,393,576,,,,,,,6,535,766,,,,,,,,,,,,,,,
4991,166382.4,8,555,603,,,,,,,9,390,579,,,,,,,6,533,770,,,,,,,,,,,,,,,
4992,166414.3,7,552,606,,,,,,,9,387,584,,,,,,,7,530,773,,,,,,,,,,,,,,,
4993,166446.5,7,550,610,,,,,,,9,385,587,,,,,,,7,528,776,,,,,,,,,,,,,,,
4994,166482.4,8,547,613,,,,,,,10,382,592,,,,,,,7,526,779,,,,,,,,,,,,,,,
4995,166514.4,8,544,616,,,,,,,9,379,595,,,,,,,6,524,783,,,,,,,,,,,,,,,
4996,166546.5,8,541,619,,,,,,,10,376,600,,,,,,,7,522,787,,,,,,,,,,,,,,,
4997,166582.3,8,539,623,,,,,,,10,373,603,,,,,,,7,520,791,,,,,,,,,,,,,,,
4998,166614.3,8,535,626,,,,,,,9,370,607,,,,,,,7,517,794,,,,,,,,,,,,,,,
4999,166646.4,7,533,629,,,,,,,9,367,611,,,,,,,7,515,798,,,,,,,,,,,,,,,
5000,166682.3,7,530,633,,,,,,,9,364,616,,,,,,,7,512,801,,,,,,,,,,,,,,,
5001,166714.4,7,528,636,,,,,,,9,361,618,,,,,,,7,510,804,,,,,,,,,,,,,,,
5002,166746.7,7,525,639,,,,,,,9,359,622,,,,,,,7,508,808,,,,,,,,,,,,,,,
5003,166782.2,8,522,643,,,,,,,10,355,627,,,,,,,7,506,811,,,,,,,,,,,,,,,
5004,166816.5,8,519,646,,,,,,,9,353,630,,,,,,,7,504,815,,,,,,,,,,,,,,,
5005,166846.7,8,517,649,,,,,,,10,349,634,,,,,,,7,502,818,,,,,,,,,,,,,,,
5006,166882.1,8,514,653,,,,,,,9,347,639,,,,,,,7,500,822,,,,,,,,,,,,,,,
5007,166914.2,8,511,656,,,,,,,10,344,642,,,,,,,7,497,825,,,,,,,,,,,,,,,
5008,166946.6,8,509,659,,,,,,,9,341,646,,,,,,,7,496,829,,,,,,,,,,,,,,,
5009,166982.3,8,506,663,,,,,,,9,340,650,,,,,,,7,493,832,,,,,,,,,,,,,,,
5010,167014.6,8,503,666,,,,,,,10,336,654,,,,,,,7,491,835,,,,,,,,,,,,,,,
5011,167046.9,7,501,669,,,,,,,9,333,658,,,,,,,7,489,839,,,,,,,,,,,,,,,
5012,167084.0,7,498,672,,,,,,,9,330,661,,,,,,,7,487,842,,,,,,,,,,,,,,,
5013,167114.4,8,495,676,,,,,,,9,328,665,,,,,,,7,485,845,,,,,,,,,,,,,,,
5014,167146.4,8,493,679,,,,,,,10,325,669,,,,,,,7,483,849,,,,,,,,,,,,,,,
5015,167182.2,8,490,682,,,,,,,9,323,674,,,,,,,7,480,852,,,,,,,,,,,,,,,
5016,167214.5,7,488,686,,,,,,,10,320,677,,,,,,,7,479,856,,,,,,,,,,,,,,,
5017,167249.8,7,486,689,,,,,,,9,318,681,,,,,,,7,476,859,,,,,,,,,,,,,,,
5018,167282.4,8,483,692,,,,,,,9,314,685,,,,,,,7,474,862,,,,,,,,,,,,,,,
5019,167314.5,8,480,695,,,,,,,9,311,688,,,,,,,7,473,865,,,,,,,,,,,,,,,
5020,167346.4,7,478,698,,,,,,,10,309,692,,,,,,,7,471,869,,,,,,,,,,,,,,,
5021,167382.1,7,475,701,,,,,,,9,306,696,,,,,,,7,469,872,,,,,,,,,,,,,,,
5022,167414.3,8,473,704,,,,,,,10,304,699,,,,,,,7,467,875,,,,,,,,,,,,,,,
5023,167447.4,8,471,707,,,,,,,9,302,704,,,,,,,7,465,879,,,,,,,,,,,,,,,
5024,167482.1,7,468,711,,,,,,,9,298,707,,,,,,,7,462,882,,,,,,,,,,,,,,,
5025,167514.8,7,465,714,,,,,,,9,296,711,,,,,,,7,461,885,,,,,,,,,,,,,,,
5026,167546.6,7,463,717,,,,,,,9,293,714,,,,,,,7,459,888,,,,,,,,,,,,,,,
5027,167582.2,7,461,720,,,,,,,9,291,718,,,,,,,7,457,891,,,,,,,,,,,,,,,
5028,167614.1,7,458,723,,,,,,,9,289,722,,,,,,,7,455,894,,,,,,,,,,,,,,,
5029,167646.5,7,456,726,,,,,,,9,287,725,,,,,,,7,453,897,,,,,,,,,,,,,,,
5030,167682.4,7,454,729,,,,,,,10,284,729,,,,,,,7,452,900,,,,,,,,,,,,,,,
5031,167717.5,7,451,732,,,,,,,9,282,732,,,,,,,7,450,904,,,,,,,,,,,,,,,
5032,167746.1,7,449,735,,,,,,,9,279,736,,,,,,,7,448,907,,,,,,,,,,,,,,,
5033,167782.4,7,447,738,,,,,,,9,276,739,,,,,,,7,446,910,,,,,,,,,,,,,,,
5034,167814.7,7,444,741,,,,,,,9,274,743,,,,,,,7,444,913,,,,,,,,,,,,,,,
5035,167846.4,7,442,744,,,,,,,9,271,746,,,,,,,7,442,916,,,,,,,,,,,,,,,
5036,167882.3,7,439,747,,,,,,,9,269,750,,,,,,,7,440,919,,,,,,,,,,,,,,,
5037,167914.3,7,438,749,,,,,,,9,267,754,,,,,,,7,439,921,,,,,,,,,,,,,,,
5038,167946.6,7,436,752,,,,,,,9,264,757,,,,,,,7,437,924,,,,,,,,,,,,,,,
5039,167982.2,7,433,754,,,,,,,10,262,760,,,,,,,7,436,927,,,,,,,,,,,,,,,
5040,168014.4,7,431,757,,,,,,,9,260,764,,,,,,,8,434,930,,,,,,,,,,,,,,,
5041,168046.3,7,429,760,,,,,,,10,258,767,,,,,,,8,432,933,,,,,,,,,,,,,,,
5042,168082.5,7,426,763,,,,,,,9,255,770,,,,,,,7,430,936,,,,,,,,,,,,,,,
5043,168114.3,7,424,766,,,,,,,9,253,773,,,,,,,7,428,938,,,,,,,,,,,,,,,
5044,168146.4,7,422,769,,,,,,,9,250,776,,,,,,,8,427,941,,,,,,,,,,,,,,,
5045,168182.4,7,420,771,,,,,,,9,248,779,,,,,,,8,425,943,,,,,,,,,,,,,,,
5046,168214.3,7,418,773,,,,,,,10,246,783,,,,,,,8,424,946,,,,,,,,,,,,,,,
5047,168246.5,7,416,776,,,,,,,9,244,785,,,,,,,7,422,948,,,,,,,,,,,,,,,
5048,168282.2,7,414,778,,,,,,,9,242,789,,,,,,,8,420,951,,,,,,,,,,,,,,,
5049,168314.4,7,412,781,,,,,,,10,240,792,,,,,,,7,419,954,,,,,,,,,,,,,,,
5050,168346.3,8,409,784,,,,,,,9,238,794,,,,,,,8,417,956,,,,,,,,,,,,,,,
5051,168383.7,7,407,786,,,,,,,9,235,798,,,,,,,8,416,959,,,,,,,,,,,,,,,
5052,168414.3,7,405,788,,,,,,,9,234,801,,,,,,,7,414,961,,,,,,,,,,,,,,,
5053,168446.1,7,403,790,,,,,,,9,231,804,,,,,,,7,412,963,,,,,,,,,,,,,,,
5054,168482.4,7,401,793,,,,,,,9,229,806,,,,,,,8,411,965,,,,,,,,,,,,,,,
5055,168514.4,7,399,795,,,,,,,10,228,809,,,,,,,8,410,968,,,,,,,,,,,,,,,
5056,168546.6,8,397,797,,,,,,,10,225,812,,,,,,,8,408,970,,,,,,,,,,,,,,,
5057,168582.2,7,395,799,,,,,,,10,223,815,,,,,,,8,407,972,,,,,,,,,,,,,,,
5058,168614.3,8,393,801,,,,,,,10,221,817,,,,,,,7,405,974,,,,,,,,,,,,,,,
5059,168646.3,8,391,803,,,,,,,9,219,820,,,,,,,7,403,976,,,,,,,,,,,,,,,
5060,168682.6,8,389,806,,,,,,,10,217,823,,,,,,,8,402,978,,,,,,,,,,,,,,,
5061,168714.5,7,387,807,,,,,,,9,215,825,,,,,,,8,400,980,,,,,,,,,,,,,,,
5062,168746.4,8,385,809,,,,,,,9,213,828,,,,,,,7,399,982,,,,,,,,,,,,,,,
5063,168782.3,7,383,811,,,,,,,10,211,830,,,,,,,8,398,983,,,,,,,,,,,,,,,
5064,168814.3,7,381,813,,,,,,,10,209,832,,,,,,,7,396,985,,,,,,,,,,,,,,,
5065,168846.4,8,379,814,,,,,,,9,207,834,,,,,,,8,395,987,,,,,,,,,,,,,,,
5066,168884.0,8,377,816,,,,,,,10,205,836,,,,,,,8,394,989,,,,,,,,,,,,,,,
5067,168916.1,8,375,818,,,,,,,9,203,839,,,,,,,7,392,990,,,,,,,,,,,,,,,
5068,168946.2,8,373,820,,,,,,,9,202,840,,,,,,,8,390,992,,,,,,,,,,,,,,,
5069,168982.3,8,373,820,,,,,,,10,202,839,,,,,,,7,388,993,,,,,,,,,,,,,,,
5070,169014.5,8,373,822,,,,,,,9,201,838,,,,,,,8,385,994,,,,,,,,,,,,,,,
5071,169046.2,8,373,823,,,,,,,9,201,837,,,,,,,8,383,995,,,,,,,,,,,,,,,
5072,169082.2,8,373,824,,,,,,,9,201,835,,,,,,,8,381,996,,,,,,,,,,,,,,,
5073,169114.3,8,373,824,,,,,,,10,201,834,,,,,,,8,379,997,,,,,,,,,,,,,,,
5074,169146.3,8,373,825,,,,,,,10,201,832,,,,,,,8,377,998,,,,,,,,,,,,,,,
5075,169182.5,8,373,825,,,,,,,9,201,832,,,,,,,8,376,999,,,,,,,,,,,,,,,
5076,169214.2,8,373,826,,,,,,,10,201,830,,,,,,,8,373,1000,,,,,,,,,,,,,,,
5077,169246.2,8,373,827,,,,,,,9,200,829,,,,,,,8,371,1001,,,,,,,,,,,,,,,
5078,169282.9,8,373,828,,,,,,,9,201,827,,,,,,,7,368,1002,,,,,,,,,,,,,,,
5079,169316.0,8,373,829,,,,,,,9,201,825,,,,,,,8,366,1003,,,,,,,,,,,,,,,
5080,169346.6,8,373,829,,,,,,,10,201,824,,,,,,,8,364,1003,,,,,,,,,,,,,,,
5081,169382.2,8,373,830,,,,,,,9,201,823,,,,,,,8,362,1004,,,,,,,,,,,,,,,
5082,169414.2,8,373,830,,,,,,,10,201,821,,,,,,,8,360,1004,,,,,,,,,,,,,,,
5083,169446.3,8,373,831,,,,,,,9,201,819,,,,,,,8,357,1004,,,,,,,,,,,,,,,
5084,169482.2,8,373,832,,,,,,,9,201,817,,,,,,,8,356,1004,,,,,,,,,,,,,,,
5085,169514.3,8,373,832,,,,,,,9,202,816,,,,,,,8,353,1005,,,,,,,,,,,,,,,
5086,169546.4,8,373,833,,,,,,,9,202,815,,,,,,,8,351,1005,,,,,,,,,,,,,,,
5087,169582.7,8,373,833,,,,,,,9,202,813,,,,,,,8,348,1005,,,,,,,,,,,,,,,
5088,169614.2,8,372,834,,,,,,,10,203,810,,,,,,,8,346,1005,,,,,,,,,,,,,,,
5089,169646.4,8,373,834,,,,,,,10,204,809,,,,,,,8,344,1006,,,,,,,,,,,,,,,
5090,169682.3,8,372,835,,,,,,,10,204,807,,,,,,,7,342,1006,,,,,,,,,,,,,,,
5091,169714.5,8,372,834,,,,,,,9,204,805,,,,,,,8,340,1006,,,,,,,,,,,,,,,
5092,169746.5,8,373,835,,,,,,,9,204,803,,,,,,,8,338,1005,,,,,,,,,,,,,,,
5093,169782.3,8,373,835,,,,,,,9,204,801,,,,,,,8,336,1005,,,,,,,,,,,,,,,
5094,169814.4,8,372,835,,,,,,,10,205,800,,,,,,,8,334,1006,,,,,,,,,,,,,,,
5095,169846.3,8,372,836,,,,,,,10,205,797,,,,,,,8,332,1005,,,,,,,,,,,,,,,
5096,169882.1,8,372,836,,,,,,,10,206,796,,,,,,,8,329,1005,,,,,,,,,,,,,,,
5097,169914.8,8,372,836,,,,,,,9,207,794,,,,,,,8,327,1005,,,,,,,,,,,,,,,
5098,169946.3,8,372,837,,,,,,,9,207,792,,,,,,,8,325,1005,,,,,,,,,,,,,,,
5099,169989.6,8,372,837,,,,,,,10,208,790,,,,,,,8,323,1005,,,,,,,,,,,,,,,
5100,170019.2,8,372,837,,,,,,,9,209,788,,,,,,,8,321,1004,,,,,,,,,,,,,,,
5101,170046.3,8,372,837,,,,,,,9,209,786,,,,,,,8,319,1003,,,,,,,,,,,,,,,
5102,170082.1,8,372,837,,,,,,,9,210,783,,,,,,,8,317,1002,,,,,,,,,,,,,,,
5103,170117.2,8,372,837,,,,,,,9,210,783,,,,,,,8,315,1002,,,,,,,,,,,,,,,
5104,170148.7,8,372,837,,,,,,,9,211,780,,,,,,,8,312,1001,,,,,,,,,,,,,,,
5105,170182.4,8,372,837,,,,,,,9,211,779,,,,,,,8,310,1001,,,,,,,,,,,,,,,
5106,170214.2,8,372,838,,,,,,,9,213,777,,,,,,,8,308,1000,,,,,,,,,,,,,,,
5107,170246.4,8,372,838,,,,,,,9,213,775,,,,,,,8,306,1000,,,,,,,,,,,,,,,
5108,170293.6,8,372,837,,,,,,,9,214,772,,,,,,,7,304,999,,,,,,,,,,,,,,,
5109,170316.8,8,372,838,,,,,,,9,215,771,,,,,,,8,302,998,,,,,,,,,,,,,,,
5110,170349.2,8,372,837,,,,,,,9,216,769,,,,,,,8,301,997,,,,,,,,,,,,,,,
5111,170385.7,8,372,837,,,,,,,9,217,766,,,,,,,8,298,996,,,,,,,,,,,,,,,
5112,170416.8,8,372,837,,,,,,,9,217,764,,,,,,,8,296,995,,,,,,,,,,,,,,,
5113,170446.4,8,372,837,,,,,,,9,218,762,,,,,,,8,294,994,,,,,,,,,,,,,,,
5114,170482.4,8,372,837,,,,,,,9,220,760,,,,,,,8,292,993,,,,,,,,,,,,,,,
5115,170517.3,8,372,838,,,,,,,9,220,758,,,,,,,8,290,992,,,,,,,,,,,,,,,
5116,170549.2,8,372,838,,,,,,,9,222,757,,,,,,,8,289,992,,,,,,,,,,,,,,,
5117,170582.2,8,372,837,,,,,,,9,223,755,,,,,,,8,286,990,,,,,,,,,,,,,,,
5118,170617.3,8,372,837,,,,,,,9,224,752,,,,,,,8,285,989,,,,,,,,,,,,,,,
5119,170646.5,8,372,837,,,,,,,9,225,751,,,,,,,8,283,987,,,,,,,,,,,,,,,
5120,170682.1,8,372,837,,,,,,,9,226,749,,,,,,,8,282,987,,,,,,,,,,,,,,,
5121,170714.2,8,372,837,,,,,,,9,228,747,,,,,,,8,280,986,,,,,,,,,,,,,,,
5122,170746.4,8,372,837,,,,,,,9,229,746,,,,,,,7,278,984,,,,,,,,,,,,,,,
5123,170782.2,8,372,837,,,,,,,9,230,744,,,,,,,8,276,983,,,,,,,,,,,,,,,
5124,170814.3,8,372,837,,,,,,,9,231,742,,,,,,,8,274,982,,,,,,,,,,,,,,,
5125,170846.5,8,372,837,,,,,,,9,233,740,,,,,,,8,273,981,,,,,,,,,,,,,,,
5126,170882.4,8,372,837,,,,,,,9,234,738,,,,,,,8,271,979,,,,,,,,,,,,,,,
5127,170914.3,8,372,836,,,,,,,9,235,737,,,,,,,7,270,978,,,,,,,,,,,,,,,
5128,170946.3,8,372,836,,,,,,,9,237,734,,,,,,,8,268,976,,,,,,,,,,,,,,,
5129,170982.2,8,373,836,,,,,,,9,238,732,,,,,,,8,267,974,,,,,,,,,,,,,,,
5130,171014.6,8,373,836,,,,,,,9,239,729,,,,,,,8,264,973,,,,,,,,,,,,,,,
5131,171046.7,8,373,836,,,,,,,9,241,728,,,,,,,7,263,972,,,,,,,,,,,,,,,
5132,171085.3,8,373,836,,,,,,,9,243,727,,,,,,,8,262,971,,,,,,,,,,,,,,,
5133,171114.3,8,373,836,,,,,,,9,245,725,,,,,,,8,260,969,,,,,,,,,,,,,,,
5134,171146.6,8,374,835,,,,,,,9,246,724,,,,,,,8,259,967,,,,,,,,,,,,,,,
5135,171182.9,8,374,835,,,,,,,9,248,721,,,,,,,8,258,966,,,,,,,,,,,,,,,
5136,171214.4,8,375,835,,,,,,,9,250,720,,,,,,,8,257,964,,,,,,,,,,,,,,,
5137,171246.4,8,375,835,,,,,,,9,252,718,,,,,,,8,256,962,,,,,,,,,,,,,,,
5138,171282.9,8,375,834,,,,,,,9,253,716,,,,,,,8,254,961,,,,,,,,,,,,,,,
5139,171314.3,8,376,834,,,,,,,9,255,714,,,,,,,7,253,959,,,,,,,,,,,,,,,
5140,171346.7,8,376,834,,,,,,,9,257,712,,,,,,,7,252,957,,,,,,,,,,,,,,,
5141,171382.5,8,375,834,,,,,,,9,259,711,,,,,,,8,251,955,,,,,,,,,,,,,,,
5142,171414.6,8,376,834,,,,,,,9,261,709,,,,,,,8,250,954,,,,,,,,,,,,,,,
5143,171446.4,8,377,833,,,,,,,9,262,708,,,,,,,8,249,952,,,,,,,,,,,,,,,
5144,171482.3,8,377,833,,,,,,,9,265,706,,,,,,,8,248,950,,,,,,,,,,,,,,,
5145,171514.5,8,377,832,,,,,,,9,267,704,,,,,,,8,247,948,,,,,,,,,,,,,,,
5146,171546.8,8,378,832,,,,,,,9,269,703,,,,,,,8,246,946,,,,,,,,,,,,,,,
5147,171582.1,8,378,832,,,,,,,9,271,701,,,,,,,7,246,945,,,,,,,,,,,,,,,
5148,171614.3,8,379,832,,,,,,,9,274,700,,,,,,,8,245,942,,,,,,,,,,,,,,,
5149,171649.2,8,379,831,,,,,,,8,275,697,,,,,,,7,243,941,,,,,,,,,,,,,,,
5150,171682.2,8,380,831,,,,,,,9,278,696,,,,,,,8,243,939,,,,,,,,,,,,,,,
5151,171714.7,8,381,832,,,,,,,9,281,695,,,,,,,8,242,937,,,,,,,,,,,,,,,
5152,171746.2,7,381,831,,,,,,,9,282,694,,,,,,,8,242,935,,,,,,,,,,,,,,,
5153,171782.2,8,382,831,,,,,,,8,285,691,,,,,,,8,241,933,,,,,,,,,,,,,,,
5154,171814.7,8,383,831,,,,,,,9,288,691,,,,,,,7,240,931,,,,,,,,,,,,,,,
5155,171846.7,8,384,831,,,,,,,9,291,689,,,,,,,8,240,928,,,,,,,,,,,,,,,
5156,171882.2,8,384,830,,,,,,,9,293,687,,,,,,,8,240,927,,,,,,,,,,,,,,,
5157,171914.2,7,385,830,,,,,,,9,296,686,,,,,,,7,239,925,,,,,,,,,,,,,,,
5158,171946.5,8,385,830,,,,,,,9,299,684,,,,,,,8,239,923,,,,,,,,,,,,,,,
5159,171982.7,8,387,830,,,,,,,9,301,683,,,,,,,8,239,921,,,,,,,,,,,,,,,
5160,172014.1,8,388,830,,,,,,,9,304,681,,,,,,,8,239,918,,,,,,,,,,,,,,,
5161,172046.3,8,388,829,,,,,,,9,307,681,,,,,,,7,238,916,,,,,,,,,,,,,,,
5162,172082.4,8,390,829,,,,,,,9,309,679,,,,,,,8,238,914,,,,,,,,,,,,,,,
5163,172114.2,8,390,829,,,,,,,9,312,678,,,,,,,7,238,912,,,,,,,,,,,,,,,
5164,172146.3,8,391,828,,,,,,,9,314,676,,,,,,,7,238,910,,,,,,,,,,,,,,,
5165,172182.4,8,392,828,,,,,,,9,318,676,,,,,,,7,238,908,,,,,,,,,,,,,,,
5166,172214.4,7,393,828,,,,,,,9,321,675,,,,,,,8,239,906,,,,,,,,,,,,,,,
5167,172247.5,7,394,828,,,,,,,9,324,673,,,,,,,8,239,904,,,,,,,,,,,,,,,
5168,172282.5,8,395,827,,,,,,,9,327,672,,,,,,,7,239,901,,,,,,,,,,,,,,,
5169,172317.2,7,396,827,,,,,,,9,330,670,,,,,,,8,239,899,,,,,,,,,,,,,,,
5170,172346.3,8,397,827,,,,,,,9,333,669,,,,,,,8,239,897,,,,,,,,,,,,,,,
5171,172382.2,8,399,827,,,,,,,9,336,668,,,,,,,8,240,894,,,,,,,,,,,,,,,
5172,172417.2,8,400,826,,,,,,,9,339,667,,,,,,,8,240,891,,,,,,,,,,,,,,,
5173,172446.3,8,401,826,,,,,,,9,343,666,,,,,,,8,241,890,,,,,,,,,,,,,,,
5174,172482.3,8,402,826,,,,,,,9,346,665,,,,,,,7,241,887,,,,,,,,,,,,,,,
5175,172514.4,8,403,825,,,,,,,9,350,664,,,,,,,7,242,885,,,,,,,,,,,,,,,
5176,172546.4,8,405,825,,,,,,,9,353,663,,,,,,,7,242,883,,,,,,,,,,,,,,,
5177,172582.3,8,406,825,,,,,,,9,356,663,,,,,,,7,243,881,,,,,,,,,,,,,,,
5178,172614.7,8,407,825,,,,,,,9,358,662,,,,,,,7,243,878,,,,,,,,,,,,,,,
5179,172649.2,8,408,824,,,,,,,9,363,661,,,,,,,7,245,876,,,,,,,,,,,,,,,
5180,172682.3,7,410,824,,,,,,,9,366,660,,,,,,,8,246,873,,,,,,,,,,,,,,,
5181,172714.8,7,412,824,,,,,,,9,368,659,,,,,,,7,246,871,,,,,,,,,,,,,,,
5182,172746.2,7,413,823,,,,,,,9,372,658,,,,,,,7,247,869,,,,,,,,,,,,,,,
5183,172782.2,8,414,823,,,,,,,9,376,657,,,,,,,7,249,867,,,,,,,,,,,,,,,
5184,172814.4,7,416,822,,,,,,,9,379,657,,,,,,,7,249,864,,,,,,,,,,,,,,,
5185,172846.6,7,418,823,,,,,,,9,383,656,,,,,,,7,251,862,,,,,,,,,,,,,,,
5186,172882.3,7,419,822,,,,,,,9,387,655,,,,,,,8,252,859,,,,,,,,,,,,,,,
5187,172914.3,8,420,822,,,,,,,9,390,655,,,,,,,7,253,857,,,,,,,,,,,,,,,
5188,172949.1,7,422,821,,,,,,,9,394,653,,,,,,,7,254,855,,,,,,,,,,,,,,,
5189,172982.8,8,424,821,,,,,,,9,398,653,,,,,,,7,256,852,,,,,,,,,,,,,,,
5190,173014.2,8,425,820,,,,,,,9,401,652,,,,,,,8,257,850,,,,,,,,,,,,,,,
5191,173046.5,7,427,820,,,,,,,8,404,652,,,,,,,7,258,847,,,,,,,,,,,,,,,
5192,173082.1,7,429,820,,,,,,,9,408,651,,,,,,,7,260,845,,,,,,,,,,,,,,,
5193,173114.2,7,431,819,,,,,,,9,412,651,,,,,,,7,261,843,,,,,,,,,,,,,,,
5194,173146.5,8,432,819,,,,,,,9,416,649,,,,,,,7,263,840,,,,,,,,,,,,,,,
5195,173185.0,7,434,819,,,,,,,9,420,649,,,,,,,7,264,838,,,,,,,,,,,,,,,
5196,173226.9,8,436,818,,,,,,,9,422,648,,,,,,,7,266,835,,,,,,,,,,,,,,,
5197,173246.7,8,438,817,,,,,,,9,426,648,,,,,,,7,268,833,,,,,,,,,,,,,,,
5198,173282.3,7,440,817,,,,,,,8,430,647,,,,,,,7,270,830,,,,,,,,,,,,,,,
5199,173314.3,7,442,816,,,,,,,9,434,646,,,,,,,7,272,828,,,,,,,,,,,,,,,
5200,173347.9,7,444,816,,,,,,,9,437,646,,,,,,,7,274,825,,,,,,,,,,,,,,,
5201,173382.5,8,445,815,,,,,,,9,441,645,,,,,,,7,276,823,,,,,,,,,,,,,,,
5202,173414.4,7,447,815,,,,,,,9,446,644,,,,,,,7,277,821,,,,,,,,,,,,,,,
5203,173446.4,8,449,814,,,,,,,9,449,645,,,,,,,7,279,818,,,,,,,,,,,,,,,
5204,173482.2,7,451,814,,,,,,,8,453,643,,,,,,,7,282,816,,,,,,,,,,,,,,,
5205,173514.5,7,453,814,,,,,,,9,457,643,,,,,,,7,283,814,,,,,,,,,,,,,,,
5206,173546.2,7,455,813,,,,,,,9,461,643,,,,,,,6,285,811,,,,,,,,,,,,,,,
5207,173582.0,7,457,812,,,,,,,9,465,642,,,,,,,7,288,808,,,,,,,,,,,,,,,
5208,173614.3,7,459,811,,,,,,,9,468,641,,,,,,,7,290,806,,,,,,,,,,,,,,,
5209,173646.3,8,461,810,,,,,,,9,472,641,,,,,,,7,292,803,,,,,,,,,,,,,,,
5210,173682.2,7,463,810,,,,,,,9,476,640,,,,,,,7,294,800,,,,,,,,,,,,,,,
5211,173714.3,7,465,810,,,,,,,9,480,640,,,,,,,6,296,798,,,,,,,,,,,,,,,
5212,173746.6,8,467,809,,,,,,,9,483,639,,,,,,,7,299,796,,,,,,,,,,,,,,,
5213,173782.4,7,469,808,,,,,,,9,488,640,,,,,,,7,301,792,,,,,,,,,,,,,,,
5214,173814.4,7,471,808,,,,,,,9,492,639,,,,,,,7,304,790,,,,,,,,,,,,,,,
5215,173846.4,7,474,807,,,,,,,9,496,638,,,,,,,7,306,787,,,,,,,,,,,,,,,
5216,173882.3,7,476,806,,,,,,,9,501,638,,,,,,,7,309,785,,,,,,,,,,,,,,,
5217,173914.3,7,478,805,,,,,,,9,504,637,,,,,,,7,311,782,,,,,,,,,,,,,,,
5218,173946.6,7,480,804,,,,,,,9,507,637,,,,,,,7,313,779,,,,,,,,,,,,,,,
5219,173982.2,8,483,804,,,,,,,9,512,636,,,,,,,6,316,777,,,,,,,,,,,,,,,
5220,174014.3,8,484,803,,,,,,,9,516,636,,,,,,,7,318,774,,,,,,,,,,,,,,,
5221,174046.4,8,486,802,,,,,,,9,520,635,,,,,,,6,321,772,,,,,,,,,,,,,,,
5222,174082.4,7,489,802,,,,,,,9,524,636,,,,,,,7,324,769,,,,,,,,,,,,,,,
5223,174121.2,7,491,801,,,,,,,9,528,635,,,,,,,7,326,766,,,,,,,,,,,,,,,
5224,174149.3,8,493,800,,,,,,,8,531,635,,,,,,,7,329,763,,,,,,,,,,,,,,,
5225,174182.8,7,496,799,,,,,,,9,535,634,,,,,,,7,332,760,,,,,,,,,,,,,,,
5226,174214.5,7,498,799,,,,,,,9,540,634,,,,,,,7,335,758,,,,,,,,,,,,,,,
5227,174246.3,8,500,798,,,,,,,9,544,634,,,,,,,7,337,755,,,,,,,,,,,,,,,
5228,174282.3,7,502,797,,,,,,,9,549,634,,,,,,,6,340,752,,,,,,,,,,,,,,,
5229,174315.0,8,504,796,,,,,,,9,551,634,,,,,,,7,343,750,,,,,,,,,,,,,,,
