frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
1631,54382.2,8,562,641,,,,,,,9,614,802,,,,,,,7,718,590,,,,,,,,,,,,,,,
1632,54417.9,7,558,641,,,,,,,8,612,802,,,,,,,7,714,588,,,,,,,,,,,,,,,
1633,54450.2,8,555,641,,,,,,,9,610,801,,,,,,,7,710,587,,,,,,,,,,,,,,,
1634,54482.2,8,552,641,,,,,,,9,608,801,,,,,,,7,707,585,,,,,,,,,,,,,,,
1635,54519.2,8,549,641,,,,,,,9,607,800,,,,,,,7,703,583,,,,,,,,,,,,,,,
1636,54550.1,8,545,641,,,,,,,9,605,799,,,,,,,7,699,582,,,,,,,,,,,,,,,
1637,54585.2,8,541,641,,,,,,,8,604,799,,,,,,,7,694,579,,,,,,,,,,,,,,,
1638,54618.2,8,538,641,,,,,,,9,603,798,,,,,,,7,691,579,,,,,,,,,,,,,,,
1639,54650.2,8,534,641,,,,,,,8,599,797,,,,,,,7,686,577,,,,,,,,,,,,,,,
1640,54684.5,8,531,641,,,,,,,8,598,797,,,,,,,7,683,576,,,,,,,,,,,,,,,
1641,54718.1,8,528,642,,,,,,,9,596,796,,,,,,,7,678,574,,,,,,,,,,,,,,,
1642,54750.3,8,525,642,,,,,,,9,594,796,,,,,,,7,674,573,,,,,,,,,,,,,,,
1643,54782.3,7,521,642,,,,,,,8,592,795,,,,,,,7,670,571,,,,,,,,,,,,,,,
1644,54818.3,8,518,642,,,,,,,9,590,794,,,,,,,7,665,570,,,,,,,,,,,,,,,
1645,54850.1,7,514,642,,,,,,,8,588,793,,,,,,,7,661,568,,,,,,,,,,,,,,,
1646,54882.2,7,510,642,,,,,,,8,586,793,,,,,,,7,656,567,,,,,,,,,,,,,,,
1647,54918.0,7,506,642,,,,,,,9,584,792,,,,,,,7,652,566,,,,,,,,,,,,,,,
1648,54953.2,7,502,642,,,,,,,9,582,793,,,,,,,7,648,564,,,,,,,,,,,,,,,
1649,54982.2,7,499,643,,,,,,,9,579,791,,,,,,,7,644,563,,,,,,,,,,,,,,,
1650,55022.0,7,496,643,,,,,,,8,577,790,,,,,,,7,639,562,,,,,,,,,,,,,,,
1651,55049.9,8,492,644,,,,,,,9,575,790,,,,,,,7,634,560,,,,,,,,,,,,,,,
1652,55082.1,7,488,643,,,,,,,9,573,789,,,,,,,7,630,559,,,,,,,,,,,,,,,
1653,55119.8,8,484,643,,,,,,,9,571,788,,,,,,,7,626,558,,,,,,,,,,,,,,,
1654,55150.0,8,481,644,,,,,,,8,568,787,,,,,,,7,621,556,,,,,,,,,,,,,,,
1655,55184.7,8,477,643,,,,,,,8,566,787,,,,,,,7,616,555,,,,,,,,,,,,,,,
1656,55218.2,8,473,644,,,,,,,8,563,786,,,,,,,7,611,554,,,,,,,,,,,,,,,
1657,55250.1,8,469,644,,,,,,,9,561,786,,,,,,,7,607,553,,,,,,,,,,,,,,,
1658,55283.9,8,465,645,,,,,,,9,558,785,,,,,,,7,602,552,,,,,,,,,,,,,,,
1659,55320.3,8,462,645,,,,,,,9,556,784,,,,,,,7,597,551,,,,,,,,,,,,,,,
1660,55353.2,8,457,645,,,,,,,8,554,784,,,,,,,7,593,550,,,,,,,,,,,,,,,
1661,55382.2,8,453,645,,,,,,,9,550,783,,,,,,,7,588,548,,,,,,,,,,,,,,,
1662,55418.2,8,450,646,,,,,,,9,549,782,,,,,,,7,583,547,,,,,,,,,,,,,,,
1663,55450.1,7,446,646,,,,,,,9,546,781,,,,,,,8,578,547,,,,,,,,,,,,,,,
1664,55482.3,7,442,646,,,,,,,8,543,781,,,,,,,7,573,546,,,,,,,,,,,,,,,
1665,55525.2,8,438,647,,,,,,,8,541,780,,,,,,,7,568,544,,,,,,,,,,,,,,,
1666,55551.8,8,434,647,,,,,,,8,538,779,,,,,,,7,563,544,,,,,,,,,,,,,,,
1667,55582.0,8,430,648,,,,,,,8,536,778,,,,,,,7,558,543,,,,,,,,,,,,,,,
1668,55618.2,8,426,648,,,,,,,9,533,778,,,,,,,7,553,542,,,,,,,,,,,,,,,
1669,55651.8,7,422,649,,,,,,,8,530,778,,,,,,,7,549,541,,,,,,,,,,,,,,,
1670,55682.1,7,419,649,,,,,,,8,528,777,,,,,,,7,544,540,,,,,,,,,,,,,,,
1671,55718.0,8,414,649,,,,,,,9,525,776,,,,,,,7,539,539,,,,,,,,,,,,,,,
1672,55750.1,7,410,650,,,,,,,9,522,775,,,,,,,8,533,539,,,,,,,,,,,,,,,
1673,55782.1,8,407,651,,,,,,,8,519,775,,,,,,,7,528,538,,,,,,,,,,,,,,,
1674,55817.9,7,402,651,,,,,,,9,516,775,,,,,,,8,524,537,,,,,,,,,,,,,,,
1675,55850.0,7,398,651,,,,,,,9,514,773,,,,,,,7,518,536,,,,,,,,,,,,,,,
1676,55882.4,7,395,652,,,,,,,9,511,773,,,,,,,7,513,536,,,,,,,,,,,,,,,
1677,55918.2,8,390,652,,,,,,,9,508,772,,,,,,,7,508,535,,,,,,,,,,,,,,,
1678,55950.1,8,386,653,,,,,,,8,505,771,,,,,,,7,503,535,,,,,,,,,,,,,,,
1679,55982.2,7,382,654,,,,,,,9,503,771,,,,,,,7,498,534,,,,,,,,,,,,,,,
1680,56018.0,8,378,655,,,,,,,9,500,770,,,,,,,7,493,534,,,,,,,,,,,,,,,
1681,56049.9,7,374,655,,,,,,,8,497,770,,,,,,,7,488,533,,,,,,,,,,,,,,,
1682,56082.4,8,370,655,,,,,,,8,494,769,,,,,,,8,484,533,,,,,,,,,,,,,,,
1683,56118.2,8,366,656,,,,,,,9,491,769,,,,,,,7,478,532,,,,,,,,,,,,,,,
1684,56150.6,8,362,657,,,,,,,8,488,768,,,,,,,7,473,532,,,,,,,,,,,,,,,
1685,56183.1,7,358,658,,,,,,,9,486,768,,,,,,,8,468,532,,,,,,,,,,,,,,,
1686,56218.1,8,354,659,,,,,,,9,482,767,,,,,,,7,463,531,,,,,,,,,,,,,,,
1687,56250.2,8,350,659,,,,,,,8,479,767,,,,,,,7,457,531,,,,,,,,,,,,,,,
1688,56282.3,8,346,660,,,,,,,8,477,766,,,,,,,7,453,531,,,,,,,,,,,,,,,
1689,56318.2,8,342,661,,,,,,,8,473,766,,,,,,,8,448,531,,,,,,,,,,,,,,,
1690,56350.1,8,338,662,,,,,,,8,470,765,,,,,,,7,442,530,,,,,,,,,,,,,,,
1691,56382.3,8,335,663,,,,,,,8,468,765,,,,,,,8,437,530,,,,,,,,,,,,,,,
1692,56418.2,8,330,664,,,,,,,9,465,764,,,,,,,7,432,530,,,,,,,,,,,,,,,
1693,56450.5,8,326,664,,,,,,,8,462,764,,,,,,,7,427,530,,,,,,,,,,,,,,,
1694,56482.1,8,323,666,,,,,,,9,459,764,,,,,,,7,422,530,,,,,,,,,,,,,,,
1695,56518.3,8,318,667,,,,,,,9,455,763,,,,,,,7,417,531,,,,,,,,,,,,,,,
1696,56550.6,8,315,668,,,,,,,8,453,763,,,,,,,8,411,530,,,,,,,,,,,,,,,
1697,56584.3,8,311,669,,,,,,,9,450,763,,,,,,,7,407,530,,,,,,,,,,,,,,,
1698,56619.2,8,307,670,,,,,,,8,447,763,,,,,,,8,401,530,,,,,,,,,,,,,,,
1699,56650.3,8,303,670,,,,,,,8,444,762,,,,,,,7,396,530,,,,,,,,,,,,,,,
1700,56682.3,8,299,672,,,,,,,8,441,762,,,,,,,7,391,531,,,,,,,,,,,,,,,
1701,56717.8,8,296,673,,,,,,,9,438,762,,,,,,,7,386,531,,,,,,,,,,,,,,,
1702,56750.2,8,292,674,,,,,,,9,436,762,,,,,,,7,381,531,,,,,,,,,,,,,,,
1703,56782.2,8,288,676,,,,,,,9,433,762,,,,,,,7,377,532,,,,,,,,,,,,,,,
1704,56817.9,8,284,676,,,,,,,9,430,761,,,,,,,7,372,532,,,,,,,,,,,,,,,
1705,56853.0,8,281,678,,,,,,,9,427,761,,,,,,,7,366,532,,,,,,,,,,,,,,,
1706,56885.7,8,277,679,,,,,,,9,425,760,,,,,,,8,362,532,,,,,,,,,,,,,,,
1707,56917.9,8,274,680,,,,,,,9,422,761,,,,,,,7,357,533,,,,,,,,,,,,,,,
1708,56950.2,8,270,682,,,,,,,9,420,761,,,,,,,7,352,533,,,,,,,,,,,,,,,
1709,56982.7,8,267,683,,,,,,,8,417,761,,,,,,,7,347,534,,,,,,,,,,,,,,,
1710,57018.1,8,263,684,,,,,,,9,414,760,,,,,,,7,342,535,,,,,,,,,,,,,,,
1711,57049.9,8,260,686,,,,,,,9,412,760,,,,,,,8,338,535,,,,,,,,,,,,,,,
1712,57082.6,8,257,687,,,,,,,9,409,761,,,,,,,7,333,536,,,,,,,,,,,,,,,
1713,57118.6,8,253,689,,,,,,,9,407,761,,,,,,,8,329,537,,,,,,,,,,,,,,,
1714,57150.2,8,250,690,,,,,,,9,403,761,,,,,,,8,324,537,,,,,,,,,,,,,,,
1715,57182.4,8,247,692,,,,,,,9,401,761,,,,,,,7,319,538,,,,,,,,,,,,,,,
1716,57218.3,8,243,693,,,,,,,9,398,760,,,,,,,8,315,539,,,,,,,,,,,,,,,
1717,57250.3,8,240,694,,,,,,,9,396,761,,,,,,,7,310,540,,,,,,,,,,,,,,,
1718,57282.3,8,237,696,,,,,,,9,394,761,,,,,,,7,306,540,,,,,,,,,,,,,,,
1719,57318.3,8,234,697,,,,,,,9,392,761,,,,,,,7,302,541,,,,,,,,,,,,,,,
1720,57350.1,8,231,699,,,,,,,10,390,762,,,,,,,7,297,543,,,,,,,,,,,,,,,
1721,57382.3,8,228,701,,,,,,,9,387,762,,,,,,,7,293,544,,,,,,,,,,,,,,,
1722,57418.0,8,225,702,,,,,,,9,384,762,,,,,,,8,289,544,,,,,,,,,,,,,,,
1723,57450.4,8,222,704,,,,,,,9,382,762,,,,,,,7,284,546,,,,,,,,,,,,,,,
1724,57485.2,8,219,706,,,,,,,9,380,763,,,,,,,7,280,547,,,,,,,,,,,,,,,
1725,57518.6,8,216,707,,,,,,,9,377,762,,,,,,,7,276,548,,,,,,,,,,,,,,,
1726,57550.5,8,214,710,,,,,,,9,375,763,,,,,,,7,272,549,,,,,,,,,,,,,,,
1727,57582.4,8,211,712,,,,,,,9,374,764,,,,,,,7,268,551,,,,,,,,,,,,,,,
1728,57618.2,8,209,713,,,,,,,10,372,765,,,,,,,8,264,552,,,,,,,,,,,,,,,
1729,57653.3,8,206,715,,,,,,,9,369,765,,,,,,,7,260,554,,,,,,,,,,,,,,,
1730,57690.9,8,204,717,,,,,,,9,368,766,,,,,,,7,257,555,,,,,,,,,,,,,,,
1731,57718.1,8,201,719,,,,,,,9,366,766,,,,,,,8,253,556,,,,,,,,,,,,,,,
1732,57753.7,8,199,721,,,,,,,9,363,767,,,,,,,7,249,558,,,,,,,,,,,,,,,
1733,57785.2,8,197,723,,,,,,,10,363,768,,,,,,,7,246,559,,,,,,,,,,,,,,,
1734,57821.2,8,194,725,,,,,,,9,360,768,,,,,,,7,242,561,,,,,,,,,,,,,,,
1735,57853.4,8,192,727,,,,,,,9,359,769,,,,,,,8,239,563,,,,,,,,,,,,,,,
1736,57882.3,8,190,729,,,,,,,9,357,769,,,,,,,7,235,564,,,,,,,,,,,,,,,
1737,57918.2,8,187,731,,,,,,,9,355,770,,,,,,,8,232,566,,,,,,,,,,,,,,,
1738,57950.1,8,186,733,,,,,,,9,354,771,,,,,,,8,229,568,,,,,,,,,,,,,,,
1739,57982.0,8,184,736,,,,,,,9,353,772,,,,,,,8,226,570,,,,,,,,,,,,,,,
1740,58018.1,8,182,737,,,,,,,9,350,773,,,,,,,8,222,571,,,,,,,,,,,,,,,
1741,58053.2,8,180,739,,,,,,,10,349,774,,,,,,,7,219,573,,,,,,,,,,,,,,,
1742,58084.2,8,179,742,,,,,,,9,348,774,,,,,,,7,216,575,,,,,,,,,,,,,,,
1743,58117.8,8,177,744,,,,,,,9,347,775,,,,,,,7,213,577,,,,,,,,,,,,,,,
1744,58150.1,8,175,747,,,,,,,9,345,777,,,,,,,7,210,579,,,,,,,,,,,,,,,
1745,58185.2,8,174,748,,,,,,,9,344,777,,,,,,,7,208,581,,,,,,,,,,,,,,,
1746,58221.5,8,172,751,,,,,,,9,343,779,,,,,,,8,205,583,,,,,,,,,,,,,,,
1747,58252.9,8,170,753,,,,,,,9,341,780,,,,,,,7,202,585,,,,,,,,,,,,,,,
1748,58289.2,8,169,756,,,,,,,9,341,781,,,,,,,7,200,588,,,,,,,,,,,,,,,
1749,58321.3,8,168,758,,,,,,,9,339,782,,,,,,,7,197,590,,,,,,,,,,,,,,,
1750,58350.3,8,166,761,,,,,,,9,338,783,,,,,,,7,195,592,,,,,,,,,,,,,,,
1751,58381.9,8,166,763,,,,,,,9,337,784,,,,,,,7,193,594,,,,,,,,,,,,,,,
1752,58418.3,7,165,766,,,,,,,10,338,786,,,,,,,7,190,596,,,,,,,,,,,,,,,
1753,58450.5,7,164,768,,,,,,,9,336,787,,,,,,,7,188,599,,,,,,,,,,,,,,,
1754,58482.5,8,163,771,,,,,,,9,335,788,,,,,,,8,186,601,,,,,,,,,,,,,,,
1755,58518.4,7,162,773,,,,,,,10,335,790,,,,,,,7,184,603,,,,,,,,,,,,,,,
1756,58550.3,8,161,776,,,,,,,9,334,791,,,,,,,7,182,606,,,,,,,,,,,,,,,
1757,58582.4,8,160,778,,,,,,,9,333,792,,,,,,,7,180,608,,,,,,,,,,,,,,,
1758,58625.2,8,160,781,,,,,,,9,333,793,,,,,,,7,178,610,,,,,,,,,,,,,,,
1759,58657.2,7,159,784,,,,,,,9,332,795,,,,,,,7,176,613,,,,,,,,,,,,,,,
1760,58682.4,8,158,786,,,,,,,9,332,796,,,,,,,7,175,615,,,,,,,,,,,,,,,
1761,58718.1,7,157,789,,,,,,,10,331,798,,,,,,,7,173,618,,,,,,,,,,,,,,,
1762,58750.2,8,157,791,,,,,,,10,331,799,,,,,,,7,171,621,,,,,,,,,,,,,,,
1763,58782.5,7,157,794,,,,,,,10,331,801,,,,,,,7,170,623,,,,,,,,,,,,,,,
1764,58818.5,8,157,797,,,,,,,9,331,802,,,,,,,8,168,625,,,,,,,,,,,,,,,
1765,58850.0,8,157,799,,,,,,,9,330,804,,,,,,,8,167,628,,,,,,,,,,,,,,,
1766,58882.2,8,156,802,,,,,,,9,330,805,,,,,,,7,166,631,,,,,,,,,,,,,,,
1767,58918.0,8,156,805,,,,,,,9,331,806,,,,,,,8,164,633,,,,,,,,,,,,,,,
1768,58950.8,8,157,808,,,,,,,9,331,808,,,,,,,7,163,637,,,,,,,,,,,,,,,
1769,58985.2,8,157,811,,,,,,,10,331,810,,,,,,,8,162,639,,,,,,,,,,,,,,,
1770,59022.5,8,157,813,,,,,,,9,331,812,,,,,,,7,161,642,,,,,,,,,,,,,,,
1771,59050.0,7,157,817,,,,,,,10,332,813,,,,,,,8,160,645,,,,,,,,,,,,,,,
1772,59082.1,8,158,819,,,,,,,9,332,816,,,,,,,7,159,648,,,,,,,,,,,,,,,
1773,59118.1,8,159,822,,,,,,,8,333,817,,,,,,,7,159,651,,,,,,,,,,,,,,,
1774,59150.2,8,159,825,,,,,,,9,333,819,,,,,,,7,158,654,,,,,,,,,,,,,,,
1775,59182.0,8,161,829,,,,,,,9,334,820,,,,,,,7,158,657,,,,,,,,,,,,,,,
1776,59218.4,8,161,831,,,,,,,9,335,822,,,,,,,7,157,660,,,,,,,,,,,,,,,
1777,59250.1,8,162,834,,,,,,,9,336,824,,,,,,,7,157,663,,,,,,,,,,,,,,,
1778,59282.4,8,162,838,,,,,,,9,336,826,,,,,,,7,157,666,,,,,,,,,,,,,,,
1779,59318.1,8,164,840,,,,,,,9,337,827,,,,,,,7,157,669,,,,,,,,,,,,,,,
1780,59350.3,8,165,843,,,,,,,9,339,829,,,,,,,7,156,672,,,,,,,,,,,,,,,
1781,59382.2,8,167,846,,,,,,,9,340,832,,,,,,,7,156,675,,,,,,,,,,,,,,,
1782,59418.1,8,168,850,,,,,,,9,341,833,,,,,,,7,156,678,,,,,,,,,,,,,,,
1783,59453.3,8,169,852,,,,,,,9,342,835,,,,,,,7,157,682,,,,,,,,,,,,,,,
1784,59485.3,8,170,856,,,,,,,9,343,837,,,,,,,7,157,685,,,,,,,,,,,,,,,
1785,59518.1,8,173,860,,,,,,,9,344,839,,,,,,,7,157,688,,,,,,,,,,,,,,,
1786,59550.5,8,173,862,,,,,,,9,346,841,,,,,,,7,157,691,,,,,,,,,,,,,,,
1787,59582.4,8,175,866,,,,,,,9,348,843,,,,,,,7,158,694,,,,,,,,,,,,,,,
1788,59618.2,8,177,868,,,,,,,9,349,844,,,,,,,7,158,698,,,,,,,,,,,,,,,
1789,59650.6,9,178,873,,,,,,,9,351,846,,,,,,,7,159,701,,,,,,,,,,,,,,,
1790,59682.1,8,192,881,,,,,,,9,363,841,,,,,,,7,159,711,,,,,,,,,,,,,,,
1791,59717.9,9,216,887,,,,,,,9,381,827,,,,,,,7,163,723,,,,,,,,,,,,,,,
1792,59750.1,8,251,890,,,,,,,9,403,805,,,,,,,7,171,738,,,,,,,,,,,,,,,
1793,59784.6,7,290,889,,,,,,,8,423,781,,,,,,,7,183,754,,,,,,,,,,,,,,,
1794,59818.2,7,327,885,,,,,,,8,441,756,,,,,,,6,199,771,,,,,,,,,,,,,,,
1795,59852.0,7,364,877,,,,,,,8,453,732,,,,,,,7,218,788,,,,,,,,,,,,,,,
1796,59882.1,7,400,866,,,,,,,8,464,709,,,,,,,6,241,804,,,,,,,,,,,,,,,
1797,59917.9,7,435,852,,,,,,,9,471,687,,,,,,,6,269,819,,,,,,,,,,,,,,,
1798,59950.3,7,468,835,,,,,,,9,475,667,,,,,,,6,298,832,,,,,,,,,,,,,,,
1799,59984.6,6,497,816,,,,,,,9,477,649,,,,,,,6,330,841,,,,,,,,,,,,,,,
1800,60018.1,6,524,794,,,,,,,9,477,634,,,,,,,6,365,847,,,,,,,,,,,,,,,
1801,60050.1,6,548,771,,,,,,,9,474,622,,,,,,,5,401,851,,,,,,,,,,,,,,,
1802,60084.5,6,569,747,,,,,,,8,470,612,,,,,,,5,437,851,,,,,,,,,,,,,,,
1803,60118.0,7,586,723,,,,,,,9,466,607,,,,,,,6,474,847,,,,,,,,,,,,,,,
1804,60153.2,7,599,699,,,,,,,9,462,605,,,,,,,5,511,840,,,,,,,,,,,,,,,
1805,60182.3,7,610,676,,,,,,,9,459,606,,,,,,,5,547,830,,,,,,,,,,,,,,,
1806,60221.2,7,617,654,,,,,,,9,456,611,,,,,,,5,581,816,,,,,,,,,,,,,,,
1807,60255.3,7,621,633,,,,,,,9,455,618,,,,,,,5,613,799,,,,,,,,,,,,,,,
1808,60282.2,7,623,615,,,,,,,10,457,629,,,,,,,5,643,781,,,,,,,,,,,,,,,
1809,60320.1,7,622,600,,,,,,,9,462,642,,,,,,,5,670,759,,,,,,,,,,,,,,,
1810,60350.4,8,620,587,,,,,,,9,469,656,,,,,,,5,692,737,,,,,,,,,,,,,,,
1811,60385.2,8,617,577,,,,,,,9,479,672,,,,,,,6,713,712,,,,,,,,,,,,,,,
1812,60418.1,8,613,571,,,,,,,9,493,688,,,,,,,6,730,689,,,,,,,,,,,,,,,
1813,60450.2,7,608,568,,,,,,,8,511,704,,,,,,,6,744,665,,,,,,,,,,,,,,,
1814,60482.2,7,605,569,,,,,,,9,532,720,,,,,,,6,754,642,,,,,,,,,,,,,,,
1815,60523.2,8,603,572,,,,,,,9,557,735,,,,,,,7,761,620,,,,,,,,,,,,,,,
1816,60558.6,8,601,579,,,,,,,8,584,748,,,,,,,7,766,600,,,,,,,,,,,,,,,
1817,60582.1,8,602,589,,,,,,,9,615,759,,,,,,,6,767,582,,,,,,,,,,,,,,,
1818,60617.8,8,606,601,,,,,,,8,647,767,,,,,,,8,767,565,,,,,,,,,,,,,,,
1819,60651.3,8,612,615,,,,,,,8,680,772,,,,,,,7,764,552,,,,,,,,,,,,,,,
1820,60683.7,7,621,630,,,,,,,8,715,775,,,,,,,7,761,544,,,,,,,,,,,,,,,
1821,60718.6,7,634,647,,,,,,,7,751,773,,,,,,,7,756,537,,,,,,,,,,,,,,,
1822,60750.2,7,650,663,,,,,,,7,786,769,,,,,,,7,752,533,,,,,,,,,,,,,,,
1823,60784.0,7,670,679,,,,,,,7,821,760,,,,,,,7,748,533,,,,,,,,,,,,,,,
1824,60818.1,7,693,695,,,,,,,7,855,749,,,,,,,8,744,536,,,,,,,,,,,,,,,
1825,60852.5,7,719,709,,,,,,,8,888,736,,,,,,,7,743,543,,,,,,,,,,,,,,,
1826,60882.3,7,747,720,,,,,,,9,917,718,,,,,,,7,743,552,,,,,,,,,,,,,,,
1827,60918.2,7,778,730,,,,,,,8,945,700,,,,,,,7,746,564,,,,,,,,,,,,,,,
1828,60950.1,7,811,736,,,,,,,9,969,679,,,,,,,7,751,578,,,,,,,,,,,,,,,
1829,60982.1,7,807,734,,,,,,,9,968,681,,,,,,,7,752,576,,,,,,,,,,,,,,,
1830,61018.1,7,799,730,,,,,,,9,963,686,,,,,,,7,752,570,,,,,,,,,,,,,,,
1831,61050.3,7,791,727,,,,,,,9,956,691,,,,,,,7,753,565,,,,,,,,,,,,,,,
1832,61082.2,8,783,723,,,,,,,9,951,696,,,,,,,7,754,559,,,,,,,,,,,,,,,
1833,61118.1,8,775,718,,,,,,,9,944,700,,,,,,,7,755,554,,,,,,,,,,,,,,,
1834,61152.6,8,767,715,,,,,,,10,937,706,,,,,,,7,755,549,,,,,,,,,,,,,,,
1835,61182.5,8,760,709,,,,,,,10,930,710,,,,,,,7,757,544,,,,,,,,,,,,,,,
1836,61221.5,8,752,706,,,,,,,10,923,714,,,,,,,7,758,540,,,,,,,,,,,,,,,
1837,61250.4,7,745,700,,,,,,,9,915,718,,,,,,,8,759,536,,,,,,,,,,,,,,,
1838,61282.7,8,738,696,,,,,,,9,906,721,,,,,,,7,761,532,,,,,,,,,,,,,,,
1839,61318.8,8,732,691,,,,,,,9,897,725,,,,,,,7,763,528,,,,,,,,,,,,,,,
1840,61353.7,8,725,685,,,,,,,9,889,728,,,,,,,7,765,525,,,,,,,,,,,,,,,
1841,61385.7,8,718,679,,,,,,,8,880,733,,,,,,,7,767,522,,,,,,,,,,,,,,,
1842,61418.3,8,712,674,,,,,,,9,871,734,,,,,,,7,769,519,,,,,,,,,,,,,,,
1843,61450.0,7,706,668,,,,,,,9,861,736,,,,,,,7,771,517,,,,,,,,,,,,,,,
1844,61482.7,8,700,662,,,,,,,9,851,739,,,,,,,7,773,514,,,,,,,,,,,,,,,
1845,61518.1,7,694,657,,,,,,,9,841,741,,,,,,,7,775,513,,,,,,,,,,,,,,,
1846,61553.2,8,689,651,,,,,,,8,832,743,,,,,,,7,777,512,,,,,,,,,,,,,,,
1847,61585.6,8,683,645,,,,,,,8,822,744,,,,,,,7,779,511,,,,,,,,,,,,,,,
1848,61618.0,8,678,639,,,,,,,8,811,746,,,,,,,7,781,510,,,,,,,,,,,,,,,
1849,61653.2,8,673,633,,,,,,,9,801,746,,,,,,,7,783,510,,,,,,,,,,,,,,,
1850,61682.5,8,669,627,,,,,,,8,790,747,,,,,,,7,785,510,,,,,,,,,,,,,,,
1851,61718.0,8,665,621,,,,,,,8,779,746,,,,,,,7,786,510,,,,,,,,,,,,,,,
1852,61751.3,8,661,616,,,,,,,9,768,746,,,,,,,7,788,511,,,,,,,,,,,,,,,
1853,61782.4,7,657,610,,,,,,,8,758,746,,,,,,,7,790,512,,,,,,,,,,,,,,,
1854,61818.3,8,654,604,,,,,,,8,747,745,,,,,,,7,791,513,,,,,,,,,,,,,,,
1855,61850.2,8,650,599,,,,,,,8,735,744,,,,,,,7,793,515,,,,,,,,,,,,,,,
1856,61882.5,8,647,594,,,,,,,8,725,743,,,,,,,7,794,517,,,,,,,,,,,,,,,
1857,61921.3,7,644,589,,,,,,,8,714,741,,,,,,,7,795,520,,,,,,,,,,,,,,,
1858,61956.3,8,642,584,,,,,,,8,703,739,,,,,,,7,795,522,,,,,,,,,,,,,,,
1859,61982.7,8,639,578,,,,,,,9,693,738,,,,,,,7,796,525,,,,,,,,,,,,,,,
1860,62021.2,8,637,573,,,,,,,9,683,735,,,,,,,7,796,529,,,,,,,,,,,,,,,
1861,62050.4,8,635,569,,,,,,,9,671,732,,,,,,,8,796,532,,,,,,,,,,,,,,,
1862,62082.3,8,633,565,,,,,,,10,661,729,,,,,,,8,796,536,,,,,,,,,,,,,,,
1863,62117.9,8,631,560,,,,,,,8,651,727,,,,,,,8,795,539,,,,,,,,,,,,,,,
1864,62150.0,8,629,556,,,,,,,9,641,723,,,,,,,7,795,545,,,,,,,,,,,,,,,
1865,62184.2,8,628,553,,,,,,,9,630,720,,,,,,,7,794,550,,,,,,,,,,,,,,,
1866,62218.6,8,627,549,,,,,,,9,621,716,,,,,,,7,792,555,,,,,,,,,,,,,,,
1867,62250.1,8,626,545,,,,,,,9,611,712,,,,,,,7,791,560,,,,,,,,,,,,,,,
1868,62282.1,8,625,543,,,,,,,9,602,708,,,,,,,7,789,565,,,,,,,,,,,,,,,
1869,62318.0,8,624,540,,,,,,,10,593,703,,,,,,,8,786,571,,,,,,,,,,,,,,,
1870,62350.0,8,623,538,,,,,,,9,583,699,,,,,,,8,784,577,,,,,,,,,,,,,,,
1871,62389.2,8,623,535,,,,,,,9,575,695,,,,,,,8,782,582,,,,,,,,,,,,,,,
1872,62418.2,8,622,534,,,,,,,8,566,691,,,,,,,7,779,589,,,,,,,,,,,,,,,
1873,62450.1,8,622,533,,,,,,,9,557,686,,,,,,,7,775,596,,,,,,,,,,,,,,,
1874,62482.5,8,621,531,,,,,,,8,549,682,,,,,,,7,771,603,,,,,,,,,,,,,,,
1875,62518.4,8,622,531,,,,,,,9,541,676,,,,,,,7,767,609,,,,,,,,,,,,,,,
1876,62550.1,7,621,530,,,,,,,8,533,671,,,,,,,7,762,616,,,,,,,,,,,,,,,
1877,62582.1,8,620,529,,,,,,,9,526,666,,,,,,,7,758,622,,,,,,,,,,,,,,,
1878,62621.1,8,620,529,,,,,,,9,518,662,,,,,,,7,752,630,,,,,,,,,,,,,,,
1879,62649.9,7,620,530,,,,,,,9,512,657,,,,,,,7,747,637,,,,,,,,,,,,,,,
1880,62685.2,7,619,531,,,,,,,8,506,652,,,,,,,7,741,644,,,,,,,,,,,,,,,
1881,62718.1,8,619,532,,,,,,,9,499,647,,,,,,,7,734,651,,,,,,,,,,,,,,,
1882,62753.6,8,619,533,,,,,,,8,493,642,,,,,,,7,728,658,,,,,,,,,,,,,,,
1883,62782.5,8,618,535,,,,,,,8,487,636,,,,,,,7,720,665,,,,,,,,,,,,,,,
1884,62818.0,8,617,536,,,,,,,9,482,632,,,,,,,7,713,673,,,,,,,,,,,,,,,
1885,62850.5,8,617,539,,,,,,,8,477,627,,,,,,,7,706,680,,,,,,,,,,,,,,,
1886,62882.0,8,616,541,,,,,,,9,471,623,,,,,,,7,698,687,,,,,,,,,,,,,,,
1887,62918.1,7,615,544,,,,,,,9,466,619,,,,,,,7,689,693,,,,,,,,,,,,,,,
1888,62950.5,8,614,548,,,,,,,9,462,613,,,,,,,7,681,700,,,,,,,,,,,,,,,
